DIRECTORIO	SECUENCIA_P	ORDEN	HOGAR	REGIS	P6016	P6020	P6030S1	P6030S3	P6040	P6050	P6080	P6080S1	P6070	P6081	P6081S1	P6083	P6083S1	P6071	P6071S1	P3147S1	P3147S2	P3147S3	P3147S4	P3147S5	P3147S6	P3147S7	P3147S8	P3147S9	P3147S10	P3147S11	P3147S10A1	P3246	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210S1	P6220	P6269	AREA	ESC	MES	DPTO	fex_c_2011
5332873	1	1	1	10	1	1	6	1967	53	1	6	 	6	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	100000	2	1	2	 	6	7	5	 	17	18	1	17	223,6878057
5332874	1	1	1	10	1	2	6	1973	47	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	3	 	 	2	1	2	 	4	9	 	 	17	9	1	17	229,7119563
5332874	1	2	1	10	2	2	4	1992	28	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	229,7119563
5332874	1	3	1	10	1	1	5	2012	8	4	6	 	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	1	 	 	17	1	1	17	229,7119563
5332874	1	4	1	10	4	1	4	1995	25	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	2	 	 	 	 	2	1	2	 	4	9	 	 	17	9	1	17	229,7119563
5332875	1	1	1	10	1	2	8	1974	46	1	6	 	6	1	4	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	35112	2	1	2	 	6	2	3	 	17	13	1	17	201,8690253
5332875	1	2	1	10	1	2	9	2009	11	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	0	 	 	17	5	1	17	201,8690253
5332875	1	3	1	10	3	2	5	1951	69	5	6	 	3	2	 	3	 	1	4	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	201,8690253
5332875	1	4	1	10	4	1	3	1945	75	5	6	 	3	3	 	3	 	1	3	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	2	105336	2	1	2	 	3	5	 	 	17	5	1	17	201,8690253
5332876	1	1	1	10	1	1	8	1963	57	1	6	 	2	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	3	109725	2	1	2	 	3	5	 	 	17	5	1	17	245,1507475
5332876	1	2	1	10	2	2	6	1969	51	2	6	 	2	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	245,1507475
5332876	1	3	1	10	3	1	6	1987	33	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	17	11	1	17	245,1507475
5332876	1	4	1	10	4	2	9	1996	24	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	1	1	6	0	2	2	17	11	1	17	245,1507475
5332876	1	5	1	10	1	2	10	2009	11	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	1	1	4	0	 	 	17	5	1	17	245,1507475
5332896	1	1	1	10	1	1	12	1975	45	1	6	 	3	3	 	2	 	1	2	1	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	1	1	131600	2	1	2	 	6	5	4	 	5	16	1	5	1808,220316
5332896	1	2	1	10	2	2	1	1981	40	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	80000	2	1	2	 	6	3	3	 	5	14	1	5	1808,220316
5332896	1	3	1	10	2	2	3	2011	9	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	2	 	 	5	2	1	5	1808,220316
5332896	1	4	1	10	2	1	3	2019	1	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	 	 	 	 	 	 	 	5	 	1	5	1808,220316
5332897	1	1	1	10	1	2	8	1957	63	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	2	1	 	 	1	2	312000	2	1	2	 	6	3	3	 	5	14	1	5	1188,378563
5332898	1	1	1	10	1	1	11	1940	80	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	120000	2	1	2	 	5	11	2	 	5	11	1	5	1325,644985
5332898	1	2	1	10	1	2	10	1955	65	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	5	11	1	5	1325,644985
5332898	1	3	1	10	3	1	1	1982	38	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	80000	2	1	1	2	6	1	2	2	5	12	1	5	1325,644985
5332899	1	1	1	10	1	2	2	1994	26	1	6	 	2	2	 	2	 	1	2	 	 	 	 	 	 	 	1	 	 	 	 	2	1	 	 	2	1	70000	2	1	1	2	6	4	2	2	5	15	1	5	1268,82838
5332899	1	2	1	10	1	1	5	1985	35	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	1	160000	2	1	2	 	6	2	3	 	5	13	1	5	1268,82838
5332900	1	1	1	10	1	2	5	1954	66	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	240000	2	1	2	 	6	5	4	 	5	16	1	5	1278,453583
5332900	1	2	1	10	2	1	2	1990	30	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	3	110000	2	1	2	 	6	4	3	 	5	15	1	5	1278,453583
5332908	1	1	1	10	1	1	1	1989	31	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	1	2	1	30	 	 	 	2	1	2	 	6	5	4	 	5	16	1	5	1831,448748
5332908	1	2	1	10	2	2	7	1990	30	2	6	 	2	2	 	1	5	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	2	1	30	 	 	 	2	1	2	 	6	4	2	2	5	15	1	5	1831,448748
5332908	1	3	1	10	2	2	5	2014	6	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	3	0	 	 	5	0	1	5	1831,448748
5332908	1	4	1	10	2	2	12	2015	5	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	2	0	 	 	5	0	1	5	1831,448748
5332908	1	5	1	10	5	2	8	1964	56	5	6	 	6	3	 	3	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	2	1	12	 	 	 	2	1	2	 	6	5	4	 	5	16	1	5	1831,448748
5332908	1	6	1	10	6	1	4	1994	26	5	6	 	6	2	 	2	 	 	 	1	 	1	1	1	1	1	 	1	 	 	 	 	2	1	1	 	 	 	2	1	2	 	6	5	4	 	5	16	1	5	1831,448748
5332909	1	1	1	10	1	1	9	1982	38	1	6	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	50000	2	1	2	 	5	11	2	 	5	11	1	5	1268,82838
5332909	1	2	1	10	2	2	9	1975	45	2	6	 	3	2	 	2	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	35112	2	1	1	2	6	2	2	2	5	13	1	5	1268,82838
5332910	1	1	1	10	1	2	1	1995	26	1	6	 	6	2	 	2	 	 	 	 	 	1	1	 	 	 	1	1	 	 	 	2	1	 	 	1	1	35112	2	1	1	1	6	6	3	 	5	17	1	5	1459,679466
5332910	1	2	1	10	1	2	1	2014	7	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	1	 	 	5	1	1	5	1459,679466
5332911	1	1	1	10	1	2	1	1946	74	1	6	 	2	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	70224	2	1	2	 	6	4	3	 	5	15	1	5	1106,35858
5332911	1	2	1	10	2	1	5	1943	77	2	6	 	2	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	2	70224	2	1	2	 	4	6	 	 	5	6	1	5	1106,35858
5332911	1	3	1	10	3	1	2	1996	24	4	6	 	6	2	 	2	 	 	 	1	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	4	2	2	5	15	1	5	1106,35858
5332912	1	1	1	10	1	2	9	1955	65	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	9	 	2	1	2	 	3	5	 	 	5	5	1	5	1271,440534
5332912	1	2	1	10	2	2	1	1973	48	3	6	 	5	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	2	150000	2	1	2	 	6	5	4	 	5	16	1	5	1271,440534
5332912	1	3	1	10	3	2	1	1992	28	4	6	 	6	3	 	1	2	 	 	1	 	 	1	 	1	1	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	4	3	 	5	15	1	5	1271,440534
5332912	1	4	1	10	3	2	6	2013	7	5	6	 	 	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	2	3	0	 	 	5	0	1	5	1271,440534
5332913	1	1	1	10	1	2	7	1977	43	1	6	 	6	2	 	1	4	 	 	 	 	1	1	 	 	1	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	5	5	1	5	831,0237242
5332913	1	2	1	10	2	1	8	1996	24	3	6	 	6	2	 	1	1	 	 	 	 	1	1	1	 	1	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	5	11	1	5	831,0237242
5332913	1	3	1	10	3	1	9	2005	15	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	9	 	 	5	9	1	5	831,0237242
5332913	1	4	1	10	4	2	12	1954	66	5	6	 	4	3	 	3	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	3	3	 	 	5	3	1	5	831,0237242
5332914	1	1	1	10	1	1	4	1979	41	1	6	 	2	2	 	2	 	1	2	 	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	80000	2	1	2	 	6	3	3	 	5	14	1	5	1495,050054
5332914	1	2	1	10	2	2	12	1975	45	2	6	 	2	3	 	3	 	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	4	7	 	 	5	7	1	5	1495,050054
5332914	1	3	1	10	3	1	12	1994	26	3	6	 	6	1	1	1	2	 	 	 	1	 	1	 	1	 	 	 	 	 	 	 	1	 	 	1	1	38000	2	1	2	 	5	11	2	 	5	11	1	5	1495,050054
5332914	1	4	1	10	4	2	1	2004	16	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	5	10	1	 	5	10	1	5	1495,050054
5332914	1	5	1	10	5	2	3	2011	9	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	4	 	 	5	4	1	5	1495,050054
5332914	1	6	1	10	2	2	11	1982	38	5	6	 	6	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	1	 	LAS LIMITACIONES PARA SALIR	 	1	 	 	1	2	70224	2	2	2	 	1	0	 	 	5	0	1	5	1495,050054
5332914	1	7	1	10	7	2	4	1985	35	5	6	 	6	3	 	3	 	 	 	 	1	1	1	1	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	6	5	3	 	5	16	1	5	1495,050054
5332914	1	8	1	10	8	2	10	2004	16	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	5	10	1	 	5	10	1	5	1495,050054
5332914	1	9	1	10	2	2	6	2016	4	5	6	 	 	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	2	0	 	 	5	0	1	5	1495,050054
5332949	1	1	1	10	1	1	11	1981	39	1	6	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	3	120000	2	1	2	 	6	8	5	 	52	19	1	52	255,3797184
5332949	1	2	1	10	2	2	4	1985	35	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	1	3	106000	2	1	2	 	6	5	4	 	52	16	1	52	255,3797184
5332949	1	3	1	10	2	1	3	2008	12	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	7	 	 	52	7	1	52	255,3797184
5332949	1	4	1	10	2	2	10	2014	6	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	0	 	 	52	0	1	52	255,3797184
5332950	1	1	1	10	1	2	5	1956	64	1	6	 	5	3	 	2	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	52	11	1	52	157,2272446
5332951	1	1	1	10	1	1	1	1959	62	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	220000	2	1	2	 	6	7	5	 	52	18	1	52	101,7673978
5332951	1	2	1	10	2	2	8	1965	55	2	6	 	3	2	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	2	100000	2	1	2	 	6	10	4	 	52	21	1	52	101,7673978
5332951	1	3	1	10	3	2	2	1990	30	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	80000	2	1	2	 	6	7	5	 	52	18	1	52	101,7673978
5332952	1	1	1	10	1	1	6	1964	56	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	2	1	2	 	3	2	 	 	52	2	1	52	368,0730587
5332952	1	2	1	10	2	2	12	1965	55	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	4	 	 	52	4	1	52	368,0730587
5332952	1	3	1	10	3	1	12	1991	29	3	5	 	6	1	1	1	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	1	 	 	1	1	35112	2	1	2	 	4	7	 	 	52	7	1	52	368,0730587
5332952	1	4	1	10	4	2	7	1997	23	3	6	 	4	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	4	7	 	 	52	7	1	52	368,0730587
5332952	1	5	1	10	4	1	8	2014	6	4	6	 	 	2	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	3	0	 	 	52	0	1	52	368,0730587
5332952	1	6	1	10	4	1	7	2017	3	4	6	 	 	2	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	2	0	 	 	52	0	1	52	368,0730587
5332953	1	1	1	10	1	1	10	1944	76	1	1	999_01	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	2	1	2	 	3	1	 	 	52	1	1	52	181,1906274
5332959	1	1	1	10	1	1	1	1957	63	1	6	 	4	2	 	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	2	105336	2	1	2	 	5	11	2	 	17	11	1	17	216,2232702
5332960	1	1	1	10	1	1	1	1960	61	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	99	2	1	2	 	6	3	3	 	17	14	1	17	200,6805839
5332960	1	2	1	10	2	2	9	1963	57	2	6	 	3	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	2	98	2	1	2	 	5	11	2	 	17	11	1	17	200,6805839
5332960	1	3	1	10	3	1	2	1991	29	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	3	109725	2	1	2	 	6	5	4	 	17	16	1	17	200,6805839
5332960	1	4	1	10	4	2	12	1997	23	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	52000	2	1	2	 	6	2	3	 	17	13	1	17	200,6805839
5332961	1	1	1	10	1	1	5	1954	66	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	2	2	264000	2	1	2	 	6	3	3	 	17	14	1	17	228,7502556
5332961	1	2	1	10	2	2	6	1955	65	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	5	 	2	1	2	 	5	11	2	 	17	11	1	17	228,7502556
5332961	1	3	1	10	3	2	4	1982	38	3	6	 	4	1	1	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	72000	2	1	2	 	6	5	4	 	17	16	1	17	228,7502556
5332961	1	4	1	10	4	2	4	1997	23	4	6	 	6	2	 	1	3	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	4	2	2	17	15	1	17	228,7502556
5332961	1	5	1	10	3	1	12	2012	8	4	6	 	 	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	3	 	 	17	3	1	17	228,7502556
5332962	1	1	1	10	1	1	5	1953	67	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	2	2	240000	2	1	2	 	6	5	4	 	17	16	1	17	186,811066
5332962	1	2	1	10	2	2	3	1961	59	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	5	 	2	1	2	 	5	11	2	 	17	11	1	17	186,811066
5332963	1	1	1	10	1	2	7	1958	62	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	109725	2	1	2	 	6	2	3	 	17	13	1	17	201,3415591
5332963	1	2	1	10	2	1	5	1983	37	3	6	 	6	2	 	1	1	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	1	 	 	1	1	35112	2	1	2	 	5	10	1	 	17	10	1	17	201,3415591
5332963	1	3	1	10	3	1	5	1986	34	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	17	11	1	17	201,3415591
5332964	1	1	1	10	1	1	12	1970	50	1	6	 	2	3	 	3	 	1	2	 	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	8	 	 	17	8	1	17	201,6422846
5332964	1	2	1	10	2	2	11	1969	51	2	6	 	2	3	 	3	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	201,6422846
5332964	1	3	1	10	3	1	9	1990	30	3	6	 	6	2	 	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	17	11	1	17	201,6422846
5332972	1	1	1	10	1	2	10	1964	56	1	6	 	3	2	 	2	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	6	7	5	 	50	18	1	50	190,1771281
5332972	1	2	1	10	2	1	1	1965	56	2	6	 	3	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	3	80000	2	1	2	 	6	2	3	 	50	13	1	50	190,1771281
5332973	1	1	1	10	1	2	12	1953	67	1	6	 	5	3	 	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	3	109000	2	1	2	 	3	4	 	 	50	4	1	50	208,0722409
5332974	1	1	1	10	1	2	11	1984	36	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	5	11	2	 	50	11	1	50	284,0491502
5332975	1	1	1	10	1	2	10	1945	75	1	6	 	2	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	2	2	240000	2	1	2	 	3	2	 	 	50	2	1	50	190,1771281
5332975	1	2	1	10	2	1	9	1955	65	2	6	 	2	3	 	3	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	2	 	 	50	2	1	50	190,1771281
5332976	1	1	1	10	1	2	8	1968	52	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	2	1	2	 	6	2	3	 	50	13	1	50	403,7800583
5332976	1	2	1	10	3	1	9	1987	33	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	50	5	1	50	403,7800583
5332976	1	3	1	10	3	2	10	1995	25	3	6	 	4	2	 	1	1	 	 	 	1	1	 	1	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	50	9	1	50	403,7800583
5332976	1	4	1	10	3	1	9	2014	6	4	6	 	 	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	2	0	 	 	50	0	1	50	403,7800583
5332976	1	5	1	10	5	2	3	1998	22	3	6	 	4	2	 	1	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	1	2	2	50	12	1	50	403,7800583
5332976	1	6	1	10	5	1	12	2018	2	4	6	 	 	2	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	50	 	1	50	403,7800583
5332977	1	1	1	10	1	2	8	1976	44	1	6	 	3	3	 	1	3	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	3	110000	2	1	2	 	6	5	4	 	50	16	1	50	236,2100159
5332977	1	2	1	10	2	1	9	1981	39	2	6	 	3	2	 	2	 	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	3	110000	2	1	2	 	6	5	4	 	50	16	1	50	236,2100159
5332977	1	3	1	10	3	2	11	1952	68	5	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	50	5	1	50	236,2100159
5332978	1	1	1	10	1	2	5	1963	57	1	6	 	4	3	 	3	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	50	5	1	50	291,3947922
5332978	1	2	1	10	2	1	2	1982	38	3	6	 	4	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	40000	2	1	2	 	5	11	2	 	50	11	1	50	291,3947922
5332978	1	3	1	10	2	1	10	2013	7	4	6	 	 	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	1	 	 	50	1	1	50	291,3947922
5332979	1	1	1	10	1	2	11	1954	66	1	6	 	4	3	 	3	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	4	7	 	 	50	7	1	50	242,8522152
5332979	1	2	1	10	2	1	3	1981	39	3	6	 	4	2	 	1	1	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	50	11	1	50	242,8522152
5332980	1	1	1	10	1	1	10	2000	20	1	6	 	1	2	 	2	 	1	2	 	1	1	 	1	 	 	 	 	 	 	 	1	2	1	3	 	 	 	2	1	2	 	5	11	2	 	50	11	1	50	284,9707742
5332980	1	2	1	10	2	2	9	2002	18	2	6	 	1	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	50	9	1	50	284,9707742
5332980	1	3	1	10	1	2	8	2019	1	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	50	 	1	50	284,9707742
5332981	1	1	1	10	1	1	2	2002	18	1	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	2	1	 	 	1	5	 	2	1	1	1	6	1	2	2	50	12	1	50	269,5266681
5332982	1	1	1	10	1	2	7	1978	42	1	6	 	4	3	 	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	1	1	54000	2	1	2	 	5	11	2	 	50	11	1	50	201,2014872
5332982	1	2	1	10	1	1	9	2005	15	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	7	 	 	50	7	1	50	201,2014872
5332982	1	3	1	10	1	2	3	2012	8	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	3	 	 	50	3	1	50	201,2014872
5332982	1	4	1	10	4	2	10	1937	83	5	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	3	 	 	50	3	1	50	201,2014872
5332983	1	1	1	10	1	1	12	1988	32	1	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	98	2	1	2	 	6	8	5	 	68	19	1	68	612,5614411
5332983	1	2	1	10	1	2	9	1966	54	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	5	4	 	68	16	1	68	612,5614411
5332984	1	1	1	10	1	1	3	1984	36	1	6	 	3	2	 	2	 	1	2	 	1	 	1	 	1	 	 	 	 	 	 	2	1	 	 	1	1	200000	2	1	2	 	6	5	4	 	68	16	1	68	612,5614411
5332984	1	2	1	10	2	2	6	1988	32	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	3	240000	2	1	2	 	6	5	4	 	68	16	1	68	612,5614411
5332985	1	1	1	10	1	2	8	1937	83	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	5	 	2	1	2	 	3	5	 	 	68	5	1	68	533,263636
5332986	1	1	1	10	1	1	1	1948	72	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	70224	2	1	2	 	5	11	2	 	68	11	1	68	525,2520639
